model,test,pairing_id,round,strategy_1,strategy_2,move_strategy_1,move_strategy_2,payoff_strategy_1,payoff_strategy_2,cooperation_rate,mutual_cooperation
GPT4.1-mini,TFT v TFT,4,6,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,7,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,8,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,9,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,10,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,11,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,12,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,13,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,14,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,15,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,16,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,4,17,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,1,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,2,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,3,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,4,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,5,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,6,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,7,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,8,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,9,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,10,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,11,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,5,12,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,6,1,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,6,2,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,6,3,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,6,4,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,6,5,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,6,6,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,6,7,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,6,8,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,1,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,2,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,3,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,4,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,5,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,6,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,7,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,8,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,9,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,10,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,11,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,12,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,13,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,14,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,7,15,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,1,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,2,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,3,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,4,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,5,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,6,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,7,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,8,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,9,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,10,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,8,11,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,9,1,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,9,2,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,9,3,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,9,4,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v TFT,9,5,TFT,TFT,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,7,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,8,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,9,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,10,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,0,11,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,1,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,1,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,1,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,1,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,1,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,1,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,1,7,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,7,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,8,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,9,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,10,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,2,11,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,3,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,3,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,3,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,3,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,3,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,3,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,3,7,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,3,8,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,7,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,8,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,9,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,10,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,11,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,4,12,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,5,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,5,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,5,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,5,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,5,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,5,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,6,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,6,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,6,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,6,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,6,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,7,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,8,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,9,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,10,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,11,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,12,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,13,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,14,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,15,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,16,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,7,17,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,8,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,8,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,8,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,8,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,8,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,8,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,1,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,2,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,3,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,4,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,5,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,6,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,7,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,8,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,9,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,10,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,11,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,12,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,13,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,14,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,15,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,16,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,17,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AC,9,18,TFT,AC,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,0,1,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,0,2,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,0,3,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,0,4,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,0,5,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,1,1,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,1,2,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,1,3,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,1,4,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,1,5,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,1,6,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,1,7,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,1,8,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,1,9,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,2,1,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,2,2,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,2,3,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,2,4,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,2,5,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,2,6,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,3,1,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,3,2,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,3,3,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,3,4,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,3,5,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,3,6,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,1,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,2,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,4,3,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,4,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,5,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,6,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,7,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,8,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,9,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,4,10,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,4,11,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,4,12,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,4,13,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,5,1,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,5,2,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,5,3,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,5,4,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,5,5,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,5,6,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,5,7,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,5,8,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,5,9,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,5,10,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,6,1,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,6,2,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,6,3,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,6,4,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,6,5,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,6,6,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,6,7,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,6,8,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,6,9,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,7,1,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,7,2,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,7,3,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,7,4,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,7,5,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,7,6,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,7,7,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,7,8,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,7,9,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,7,10,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,7,11,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,7,12,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,8,1,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,8,2,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,8,3,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,8,4,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,8,5,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,8,6,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,9,1,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,9,2,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,9,3,TFT,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v AD,9,4,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,9,5,TFT,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v AD,9,6,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,9,7,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v AD,9,8,TFT,AD,defect,defect,1,1,0,0
GPT4.1-mini,TFT v Pav,0,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,0,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,0,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,0,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,0,5,TFT,Pav,defect,defect,1,1,0,0
GPT4.1-mini,TFT v Pav,0,6,TFT,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v Pav,0,7,TFT,Pav,cooperate,defect,0,5,0.5,0
GPT4.1-mini,TFT v Pav,0,8,TFT,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,TFT v Pav,0,9,TFT,Pav,defect,defect,1,1,0,0
GPT4.1-mini,TFT v Pav,0,10,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,0,11,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,0,12,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,0,13,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,9,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,10,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,11,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,1,12,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,9,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,2,10,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,3,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,3,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,3,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,3,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,3,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,3,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,3,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,3,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,1,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,2,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,3,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,4,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,5,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,6,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,7,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,8,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,9,TFT,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,TFT v Pav,4,10,TFT,Pav,cooperate,cooperate,3,3,1,1
